variety,planting_date,days_to_harvest,head_weight_kg,head_diameter_cm,soil_ph,irrigation_liters_week,pest_present,fertilizer_type,quality_grade
Брюссельская,2025-04-17,109,0.83,4.3,6.23,9.9,False,Без удобрений,A
Брюссельская,2024-09-11,113,0.36,4.5,6.52,7.0,False,Органическое,B
Пекинская,2026-04-15,82,1.7,14.7,5.26,13.1,False,Комплексное,A
Брюссельская,2024-11-27,92,0.65,6.3,7.04,10.6,False,Без удобрений,C
Цветная,2024-11-08,120,1.98,11.4,7.24,10.3,False,Комплексное,A
Брюссельская,2025-10-06,122,0.7,4.1,6.04,9.3,False,Комплексное,A
Белокочанная,2026-01-31,102,2.23,14.6,6.34,15.4,True,Минеральное,C
Белокочанная,2024-03-17,134,2.99,17.1,6.98,18.6,False,Органическое,B
Савойская,2025-06-04,128,1.92,12.6,5.98,15.6,True,Комплексное,B
Пекинская,2025-05-16,69,1.16,12.8,6.67,9.7,True,Комплексное,C
Брокколи,2024-05-16,99,0.65,17.2,6.03,13.6,True,Органическое,C
Пекинская,2024-03-25,71,1.26,11.1,7.41,12.2,False,Комплексное,A
Брюссельская,2025-07-03,118,1.08,4.0,7.58,15.4,False,Органическое,B
Савойская,2024-07-27,106,1.54,23.6,5.71,16.0,False,Минеральное,B
Брюссельская,2025-07-24,132,0.6,4.2,5.97,3.8,True,Органическое,D
Пекинская,2026-05-18,53,1.24,14.9,5.7,13.3,False,Минеральное,A
Белокочанная,2025-03-31,117,1.75,18.0,6.08,17.4,False,Комплексное,B
Савойская,2026-03-03,122,0.9,15.3,5.22,10.8,False,Без удобрений,D
Краснокочанная,2025-06-27,142,1.39,17.9,6.16,4.2,False,Минеральное,B
Брюссельская,2026-04-27,121,0.79,6.0,5.28,15.9,False,Без удобрений,C
Савойская,2024-07-10,108,2.23,18.0,6.61,12.2,False,Комплексное,A
Пекинская,2024-03-23,71,0.85,8.6,7.45,8.5,False,Без удобрений,C
Белокочанная,2025-05-02,96,1.63,20.8,6.93,18.5,False,Комплексное,A
Кольраби,2026-01-13,78,0.97,12.4,5.61,11.0,False,Минеральное,B
Кольраби,2024-10-01,71,0.86,12.0,6.41,13.8,True,Минеральное,B
Савойская,2025-01-26,98,2.28,15.4,5.64,10.5,False,Минеральное,B
Кольраби,2026-02-18,72,0.69,8.1,7.34,14.3,False,Органическое,B
Цветная,2026-02-19,86,0.79,14.7,7.47,10.2,False,Органическое,B
Пекинская,2025-09-24,46,1.77,10.0,7.21,11.1,False,Комплексное,B
Брюссельская,2024-10-29,124,1.02,6.6,7.35,8.5,False,Комплексное,B
Цветная,2024-07-02,107,2.01,13.7,7.28,14.3,False,Комплексное,A
Пекинская,2024-04-18,56,1.07,11.8,7.18,6.0,False,Без удобрений,C
Брюссельская,2025-09-01,123,1.07,5.1,6.94,19.5,False,Комплексное,B
Савойская,2026-03-17,107,1.82,15.2,5.72,13.3,False,Комплексное,A
Белокочанная,2026-02-28,110,2.87,16.1,6.64,9.0,False,Биоудобрение,A
Брокколи,2025-02-17,72,0.71,17.0,5.39,12.4,True,Минеральное,D
Белокочанная,2024-09-11,117,3.03,17.8,7.46,13.9,False,Без удобрений,A
Кольраби,2025-02-25,84,1.15,12.5,5.9,12.2,False,Комплексное,A
Пекинская,2025-10-15,48,1.08,14.1,6.28,10.0,False,Органическое,A
Брюссельская,2024-03-12,111,0.92,5.0,7.48,8.5,False,Органическое,B
Савойская,2024-05-31,136,1.81,13.6,5.21,15.9,True,Биоудобрение,D
Савойская,2024-07-31,121,1.67,21.3,5.51,18.7,False,Биоудобрение,B
Брюссельская,2026-01-01,113,0.7,6.4,6.11,10.9,False,Комплексное,A
Савойская,2024-12-26,124,2.18,18.7,6.8,6.6,False,Комплексное,A
Цветная,2024-03-25,91,1.6,10.8,6.4,15.1,False,Без удобрений,A
Краснокочанная,2025-09-13,147,2.09,17.6,7.54,13.6,False,Биоудобрение,A
Пекинская,2024-12-15,72,1.63,14.4,6.53,3.8,False,Комплексное,A
Краснокочанная,2026-04-26,137,2.46,17.0,6.35,20.7,False,Биоудобрение,B
Пекинская,2025-04-06,69,0.51,15.7,7.35,11.6,False,Без удобрений,B
Краснокочанная,2026-06-06,124,2.76,21.7,7.05,10.6,False,Биоудобрение,A
Краснокочанная,2025-02-17,152,1.19,12.2,7.48,19.6,True,Биоудобрение,D
Белокочанная,2025-09-16,93,2.9,22.5,5.46,10.9,False,Минеральное,C
Брокколи,2024-03-11,74,0.76,16.9,7.42,18.8,False,Органическое,C
Белокочанная,2025-08-05,90,3.89,18.3,7.06,13.0,False,Биоудобрение,A
Белокочанная,2024-09-03,108,3.21,16.5,5.28,13.1,False,Органическое,B
Савойская,2024-07-05,110,1.67,17.7,6.73,19.0,False,Без удобрений,B
Брокколи,2025-11-08,79,0.98,15.8,5.36,14.1,True,Биоудобрение,C
Савойская,2024-05-01,105,1.52,19.6,6.42,7.5,False,Без удобрений,A
Савойская,2025-04-12,114,2.21,18.5,6.38,11.9,False,Минеральное,A
Брокколи,2024-07-05,87,1.07,12.0,7.52,5.3,False,Без удобрений,C
Брюссельская,2024-08-25,131,0.47,4.7,5.26,16.7,False,Минеральное,B
Краснокочанная,2025-10-11,110,2.86,22.2,7.1,13.6,False,Биоудобрение,A
Белокочанная,2025-05-14,102,1.7,24.2,5.44,7.5,False,Биоудобрение,B
Савойская,2024-04-22,122,1.11,22.9,5.39,16.7,False,Органическое,B
Брюссельская,2024-03-18,118,0.59,5.3,5.49,11.1,True,Комплексное,C
Брюссельская,2024-03-20,130,0.8,6.0,6.54,11.5,False,Органическое,A
Кольраби,2025-04-30,58,0.6,12.5,6.29,10.1,False,Минеральное,A
Краснокочанная,2024-12-24,122,2.27,16.5,6.07,14.5,True,Без удобрений,C
Савойская,2024-05-07,117,1.05,16.7,5.38,24.0,True,Биоудобрение,D
Пекинская,2026-02-11,46,1.51,10.4,6.1,10.4,False,Биоудобрение,A
Краснокочанная,2025-09-14,127,1.01,14.8,6.25,10.2,True,Минеральное,B
Кольраби,2025-01-11,67,0.55,9.9,5.43,13.1,True,Без удобрений,D
Савойская,2026-02-03,133,1.52,18.5,5.48,13.2,False,Без удобрений,B
Брокколи,2026-03-21,98,1.78,10.9,6.47,10.2,False,Биоудобрение,A
Кольраби,2025-12-18,91,0.96,8.4,6.15,13.6,True,Минеральное,C
Брокколи,2026-05-04,65,0.9,13.6,5.38,9.6,False,Органическое,B
Кольраби,2025-06-18,85,0.41,10.4,5.82,19.6,False,Минеральное,B
Кольраби,2025-09-07,57,0.66,11.4,5.86,9.0,False,Органическое,B
Белокочанная,2024-07-19,94,1.57,24.5,5.4,13.5,False,Комплексное,A
Пекинская,2026-03-05,64,1.45,9.2,7.13,17.1,False,Органическое,B
Кольраби,2024-08-06,59,0.64,10.6,5.34,5.3,False,Минеральное,C
Брокколи,2025-04-20,97,1.44,10.3,5.31,16.8,False,Комплексное,B
Кольраби,2026-04-14,83,0.96,8.0,6.96,6.4,False,Комплексное,B
Пекинская,2026-02-04,74,0.74,14.6,5.8,2.5,False,Органическое,C
Краснокочанная,2024-08-27,130,2.05,23.3,5.54,12.6,False,Минеральное,A
Брюссельская,2026-05-09,131,0.51,6.4,7.48,17.3,False,Органическое,C
Брокколи,2024-09-14,82,0.68,17.6,5.36,15.4,False,Комплексное,B
Савойская,2025-04-18,110,1.42,18.5,6.9,10.1,False,Минеральное,B
Краснокочанная,2024-05-04,126,1.85,19.0,6.2,16.0,False,Биоудобрение,A
Белокочанная,2025-07-17,108,1.41,23.5,7.46,19.2,False,Органическое,B
Брюссельская,2024-09-09,103,0.79,5.3,7.27,17.8,False,Без удобрений,C
Брюссельская,2024-05-06,115,0.76,7.5,7.25,6.8,False,Органическое,B
Краснокочанная,2025-12-14,135,1.54,21.2,7.31,15.0,False,Комплексное,B
Краснокочанная,2024-03-25,126,1.09,17.9,6.78,7.8,False,Минеральное,B
Кольраби,2024-03-09,79,0.96,7.9,6.56,17.4,False,Биоудобрение,A
Белокочанная,2025-03-10,114,3.73,21.1,5.62,11.1,False,Минеральное,A
Цветная,2025-08-25,88,0.74,17.9,6.97,14.7,True,Без удобрений,C
Цветная,2025-01-26,72,2.1,16.5,6.34,11.2,False,Комплексное,A
Цветная,2026-03-14,76,0.77,18.5,6.72,19.3,True,Органическое,C
Белокочанная,2026-05-26,112,2.61,17.5,6.84,13.8,False,Без удобрений,B
Цветная,2025-10-01,120,1.02,16.4,6.33,12.4,True,Комплексное,B
Брюссельская,2025-05-05,112,0.99,7.4,5.23,13.2,True,Биоудобрение,D
Цветная,2024-08-12,101,0.84,15.1,5.35,7.9,False,Минеральное,B
Краснокочанная,2025-10-07,109,1.14,15.9,7.18,7.5,True,Биоудобрение,D
Пекинская,2025-12-14,61,0.89,13.3,6.69,19.1,False,Комплексное,A
Брокколи,2024-10-07,96,1.22,16.6,6.39,17.2,True,Органическое,C
Кольраби,2025-05-10,68,0.55,6.6,5.45,8.5,False,Минеральное,B
Брокколи,2024-04-28,68,1.19,12.0,7.11,9.9,True,Органическое,C
Савойская,2025-08-24,104,1.13,21.6,6.72,14.3,False,Органическое,A
Цветная,2024-05-20,87,1.67,11.9,5.62,15.6,False,Без удобрений,B
Брюссельская,2025-04-09,119,0.81,7.5,5.43,12.1,False,Комплексное,A
Цветная,2025-05-12,80,1.57,14.4,6.61,5.8,False,Минеральное,A
Краснокочанная,2024-08-19,106,2.98,19.9,6.66,17.0,False,Минеральное,A
Кольраби,2026-01-13,80,0.7,12.2,6.62,15.4,False,Комплексное,A
Савойская,2024-09-14,123,1.94,23.3,7.07,16.3,False,Минеральное,B
Брюссельская,2024-07-10,107,0.5,6.6,6.32,14.7,False,Органическое,A
Брюссельская,2025-02-21,97,0.43,3.8,7.42,14.9,False,Без удобрений,B
Цветная,2024-06-23,78,1.17,15.6,6.12,13.1,False,Органическое,A
Брокколи,2024-12-06,89,0.49,12.6,5.59,11.4,False,Комплексное,B
Цветная,2024-03-05,88,1.1,16.0,6.31,15.2,False,Минеральное,A
Пекинская,2026-03-25,50,1.07,15.7,5.25,10.0,False,Комплексное,C
Брюссельская,2024-08-05,130,0.34,7.4,5.5,16.6,False,Без удобрений,C
Белокочанная,2025-12-15,136,1.93,19.5,5.78,9.8,False,Без удобрений,B
Пекинская,2026-04-06,71,1.37,15.2,6.04,9.7,True,Биоудобрение,C
Брюссельская,2025-09-20,132,0.51,7.2,6.3,10.3,True,Комплексное,C
Савойская,2025-03-02,128,1.69,13.0,5.23,13.6,True,Минеральное,D
Кольраби,2025-08-03,65,0.47,8.1,6.71,11.1,True,Минеральное,C
Брокколи,2025-11-11,101,1.04,17.0,5.51,16.2,False,Органическое,B
Белокочанная,2025-06-24,96,1.6,17.1,7.02,3.7,False,Минеральное,B
Цветная,2025-06-10,109,1.89,12.1,5.77,8.8,False,Органическое,A
Белокочанная,2024-07-28,108,3.77,23.3,5.9,10.6,False,Органическое,A
Цветная,2025-11-11,120,2.25,16.1,5.67,8.0,False,Комплексное,B
Савойская,2026-04-05,102,1.42,19.9,6.96,11.9,False,Органическое,B
Кольраби,2025-03-01,72,0.27,6.7,7.49,10.1,False,Без удобрений,B
Пекинская,2024-06-18,70,0.78,15.7,7.6,14.4,False,Комплексное,A
Краснокочанная,2025-10-29,149,1.2,17.4,6.31,9.4,False,Органическое,A
Пекинская,2025-03-11,62,1.23,14.1,7.18,5.9,False,Органическое,B
Краснокочанная,2024-10-19,129,1.58,17.7,6.94,15.3,False,Органическое,B
Пекинская,2025-04-05,46,0.97,17.0,6.27,15.0,False,Биоудобрение,B
Брюссельская,2026-03-26,121,0.71,5.7,6.9,17.3,False,Минеральное,A
Краснокочанная,2024-05-16,104,2.03,19.9,6.77,22.1,False,Биоудобрение,B
Брюссельская,2024-03-06,109,1.0,8.2,7.5,13.9,False,Комплексное,A
Краснокочанная,2024-09-03,113,2.5,18.8,6.09,9.8,False,Комплексное,A
Брюссельская,2024-05-31,95,1.27,5.6,7.0,10.1,False,Комплексное,A
Брокколи,2025-01-14,88,0.98,15.8,5.81,15.8,False,Без удобрений,B
Цветная,2026-02-10,110,1.23,18.9,6.67,23.8,False,Минеральное,B
Брокколи,2026-04-30,82,0.7,14.1,6.96,11.7,False,Биоудобрение,A
Пекинская,2026-03-07,65,1.31,13.3,5.57,18.7,False,Минеральное,B
Кольраби,2026-03-30,64,0.6,10.8,5.28,17.5,False,Комплексное,B
Кольраби,2025-08-20,63,0.92,8.4,6.01,17.5,False,Минеральное,A
Брокколи,2025-08-27,71,0.65,19.8,5.93,18.1,False,Комплексное,A
Кольраби,2025-03-02,68,0.69,6.6,6.8,8.3,False,Минеральное,A
Пекинская,2024-09-26,58,0.83,17.1,7.24,11.2,False,Минеральное,B
Савойская,2024-10-15,127,1.2,20.6,6.24,6.3,False,Органическое,B
Пекинская,2026-01-31,64,1.35,10.9,5.54,12.0,True,Комплексное,B
Брокколи,2025-09-18,70,0.85,17.2,5.74,16.5,False,Минеральное,B
Брюссельская,2025-08-01,108,0.68,8.9,6.53,13.8,False,Комплексное,A
Савойская,2026-06-04,95,1.07,17.9,6.98,10.4,False,Без удобрений,B
Брокколи,2024-04-27,81,0.63,13.5,5.99,11.4,True,Минеральное,C
Брюссельская,2025-05-06,94,0.74,5.6,7.28,10.7,False,Комплексное,A
Кольраби,2024-12-26,62,0.94,10.0,7.34,8.8,False,Комплексное,A
Цветная,2025-08-03,108,1.1,12.9,7.02,10.8,False,Комплексное,A
Савойская,2025-01-06,135,1.97,17.7,5.81,14.4,False,Минеральное,A
Белокочанная,2025-02-17,116,1.95,15.6,7.38,15.4,False,Комплексное,A
Цветная,2026-01-05,117,1.52,14.7,5.28,6.0,False,Без удобрений,D
Кольраби,2025-08-31,87,0.6,9.8,6.54,5.2,False,Минеральное,A
Белокочанная,2024-10-08,90,3.11,23.1,6.35,13.3,False,Без удобрений,B
Кольраби,2025-02-23,65,0.37,12.0,6.58,12.8,False,Органическое,A
Пекинская,2025-05-30,55,0.96,16.6,5.78,11.1,False,Биоудобрение,B
Брокколи,2026-05-06,81,1.34,11.2,5.65,22.7,False,Минеральное,C
Брюссельская,2026-03-24,104,0.81,7.2,7.51,10.0,False,Комплексное,B
Брокколи,2025-09-20,90,1.27,11.6,5.74,8.6,True,Комплексное,C
Пекинская,2025-01-04,45,1.94,16.6,7.14,12.9,False,Комплексное,A
Кольраби,2024-03-14,61,0.51,7.9,6.4,8.0,True,Биоудобрение,C
Кольраби,2025-04-06,83,0.55,11.1,5.44,13.6,False,Минеральное,B
Брокколи,2024-04-25,79,1.0,9.9,5.54,20.7,False,Органическое,B
Брюссельская,2025-06-29,112,0.9,8.0,5.21,12.1,False,Комплексное,A
Кольраби,2024-12-08,70,0.45,7.4,7.07,12.5,False,Минеральное,A
